route_id,repeat_id,fold_id,component,loss_full,loss_reduced,delta_loss,delta_loss_clamped,share,defined
pooled_spatiotemporal_no_age,1,fold_004,Spatial,1.143528274658445,1.4385881839364913,0.2950599092780464,0.2950599092780464,90.90382244851051,TRUE
pooled_spatiotemporal_no_age,1,fold_004,Associations,1.143528274658445,1.1090879965035285,-0.03444027815491646,0,0,TRUE
pooled_spatiotemporal_no_age,1,fold_005,Abiotic,1.2941277657527053,1.4904732615912077,0.19634549583850247,0.19634549583850247,65.38513195777125,TRUE
pooled_spatiotemporal_no_age,1,fold_005,Spatial,1.2941277657527053,1.3980730087404416,0.10394524298773633,0.10394524298773633,34.61486804222875,TRUE
pooled_spatiotemporal_no_age,1,fold_005,Associations,1.2941277657527053,1.1767851051095481,-0.11734266064315713,0,0,TRUE
pooled_spatiotemporal_no_age,2,fold_001,Abiotic,1.1841100155516884,1.245062302855286,0.060952287303597696,0.060952287303597696,19.022518070740173,TRUE
pooled_spatiotemporal_no_age,2,fold_001,Spatial,1.1841100155516884,1.4435794888001416,0.25946947324845326,0.25946947324845326,80.97748192925984,TRUE
pooled_spatiotemporal_no_age,2,fold_001,Associations,1.1841100155516884,1.122090002416471,-0.06202001313521732,0,0,TRUE
pooled_spatiotemporal_no_age,2,fold_002,Abiotic,1.7221645636520886,1.8208751989271008,0.09871063527501223,0.09871063527501223,61.365673498019866,TRUE
pooled_spatiotemporal_no_age,2,fold_002,Spatial,1.7221645636520886,1.7843103643097764,0.06214580065768782,0.06214580065768782,38.63432650198013,TRUE
pooled_spatiotemporal_no_age,2,fold_002,Associations,1.7221645636520886,1.5642230860550104,-0.15794147759707822,0,0,TRUE
pooled_spatiotemporal_no_age,2,fold_003,Abiotic,1.3906147940092903,1.4290947669920313,0.03847997298274097,0.03847997298274097,42.19506212054729,TRUE
pooled_spatiotemporal_no_age,2,fold_003,Spatial,1.3906147940092903,1.4433302620305402,0.05271546802124982,0.05271546802124982,57.80493787945271,TRUE
pooled_spatiotemporal_no_age,2,fold_003,Associations,1.3906147940092903,1.2477898389590185,-0.14282495505027182,0,0,TRUE
pooled_spatiotemporal_no_age,2,fold_004,Abiotic,1.135195426212402,1.211893355869604,0.0766979296572019,0.0766979296572019,23.67679060051681,TRUE
pooled_spatiotemporal_no_age,2,fold_004,Spatial,1.135195426212402,1.3824346844590698,0.24723925824666781,0.24723925824666781,76.32320939948319,TRUE
pooled_spatiotemporal_no_age,2,fold_004,Associations,1.135195426212402,1.0862895956722287,-0.04890583054017328,0,0,TRUE
pooled_spatiotemporal_no_age,2,fold_005,Abiotic,1.073058577218025,1.090065649717609,0.01700707249958411,0.01700707249958411,7.972779192810078,TRUE
pooled_spatiotemporal_no_age,2,fold_005,Spatial,1.073058577218025,1.269365734152027,0.19630715693400203,0.19630715693400203,92.02722080718992,TRUE
pooled_spatiotemporal_no_age,2,fold_005,Associations,1.073058577218025,1.0416523777030964,-0.03140619951492862,0,0,TRUE
pooled_spatiotemporal_no_age,3,fold_001,Abiotic,1.7294850729101734,1.7731439739607544,0.04365890105058101,0.04365890105058101,20.225250398105377,TRUE
pooled_spatiotemporal_no_age,3,fold_001,Spatial,1.7294850729101734,1.9016895119479347,0.17220443903776128,0.17220443903776128,79.77474960189463,TRUE
pooled_spatiotemporal_no_age,3,fold_001,Associations,1.7294850729101734,1.5629896191031571,-0.16649545380701625,0,0,TRUE
